,Name,Card Type,Attribute,Type of Spell and Trap,Type,Level/Rank/Link,Abilities/Other,Cid,Release Name,Release Date,Release Link
2525,D.3.S. Frog,Fusion,WATER,,Aqua,8,,6614,SHADOW OF INFINITY,2006/10/26,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000036000&rp=99999&request_locale=ae
2526,Hero Heart,Spell,,Normal Spell,,,,6571,SHADOW OF INFINITY,2006/10/26,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000036000&rp=99999&request_locale=ae
2527,Magnet Circle LV2,Spell,,Normal Spell,,,,6572,SHADOW OF INFINITY,2006/10/26,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000036000&rp=99999&request_locale=ae
2528,Ancient Gear Factory,Spell,,Normal Spell,,,,6573,SHADOW OF INFINITY,2006/10/26,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000036000&rp=99999&request_locale=ae
2529,Ancient Gear Drill,Spell,,Normal Spell,,,,6574,SHADOW OF INFINITY,2006/10/26,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000036000&rp=99999&request_locale=ae
2530,Phantasmal Martyrs,Spell,,Normal Spell,,,,6575,SHADOW OF INFINITY,2006/10/26,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000036000&rp=99999&request_locale=ae
2531,Cyclone Boomerang,Spell,,Equip Spell,,,,6576,SHADOW OF INFINITY,2006/10/26,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000036000&rp=99999&request_locale=ae
2532,Symbol of Heritage,Spell,,Equip Spell,,,,6615,SHADOW OF INFINITY,2006/10/26,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000036000&rp=99999&request_locale=ae
2533,Trial of the Princesses,Spell,,Equip Spell,,,,6616,SHADOW OF INFINITY,2006/10/26,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000036000&rp=99999&request_locale=ae
2534,Photon Generator Unit,Spell,,Quick-play Spell,,,,6577,SHADOW OF INFINITY,2006/10/26,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000036000&rp=99999&request_locale=ae
2535,End of the World,Spell,,Ritual Spell,,,,6617,SHADOW OF INFINITY,2006/10/26,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000036000&rp=99999&request_locale=ae
2536,Ancient Gear Castle,Spell,,Continuous Spell,,,,6578,SHADOW OF INFINITY,2006/10/26,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000036000&rp=99999&request_locale=ae
2537,Samsara,Spell,,Continuous Spell,,,,6618,SHADOW OF INFINITY,2006/10/26,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000036000&rp=99999&request_locale=ae
2538,Super Junior Confrontation,Trap,,Normal Trap,,,,6579,SHADOW OF INFINITY,2006/10/26,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000036000&rp=99999&request_locale=ae
2539,Miracle Kids,Trap,,Normal Trap,,,,6580,SHADOW OF INFINITY,2006/10/26,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000036000&rp=99999&request_locale=ae
2540,Attack Reflector Unit,Trap,,Normal Trap,,,,6581,SHADOW OF INFINITY,2006/10/26,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000036000&rp=99999&request_locale=ae
2541,Damage Condenser,Trap,,Normal Trap,,,,6582,SHADOW OF INFINITY,2006/10/26,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000036000&rp=99999&request_locale=ae
2542,Karma Cut,Trap,,Normal Trap,,,,6619,SHADOW OF INFINITY,2006/10/26,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000036000&rp=99999&request_locale=ae
2543,Next to be Lost,Trap,,Normal Trap,,,,6620,SHADOW OF INFINITY,2006/10/26,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000036000&rp=99999&request_locale=ae
2544,Generation Shift,Trap,,Normal Trap,,,,6621,SHADOW OF INFINITY,2006/10/26,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000036000&rp=99999&request_locale=ae
2545,Full Salvo,Trap,,Normal Trap,,,,6622,SHADOW OF INFINITY,2006/10/26,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000036000&rp=99999&request_locale=ae
2546,Success Probability 0%,Trap,,Normal Trap,,,,6623,SHADOW OF INFINITY,2006/10/26,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000036000&rp=99999&request_locale=ae
2547,Option Hunter,Trap,,Normal Trap,,,,6624,SHADOW OF INFINITY,2006/10/26,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000036000&rp=99999&request_locale=ae
2548,Goblin Out of the Frying Pan,Trap,,Counter Trap,,,,6625,SHADOW OF INFINITY,2006/10/26,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000036000&rp=99999&request_locale=ae
2549,Malfunction,Trap,,Counter Trap,,,,6626,SHADOW OF INFINITY,2006/10/26,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000036000&rp=99999&request_locale=ae
2550,"Zure, Knight of Dark World",Normal,DARK,,Fiend,4,,6497,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2551,V-Tiger Jet,Normal,LIGHT,,Machine,4,,6471,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2552,Blade Skater,Normal,EARTH,,Warrior,4,,6472,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2553,Queen's Knight,Normal,LIGHT,,Warrior,4,,5503,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2554,Jack's Knight,Normal,LIGHT,,Warrior,5,,5559,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2555,King's Knight,Effect,LIGHT,,Warrior,4,,5558,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2556,Elemental HERO Bladedge,Effect,EARTH,,Warrior,7,,6477,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2557,Elemental HERO Wildheart,Effect,EARTH,,Warrior,4,,6478,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2558,Reborn Zombie,Effect,DARK,,Zombie,4,,6473,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2559,Chthonian Soldier,Effect,DARK,,Warrior,4,,6474,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2560,W-Wing Catapult,Union,LIGHT,,Machine,4,,6475,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2561,Infernal Incinerator,Effect,FIRE,,Fiend,6,,6476,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2562,Hydrogeddon,Effect,WATER,,Dinosaur,4,,6479,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2563,Oxygeddon,Effect,WIND,,Dinosaur,4,,6480,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2564,Water Dragon,Effect,WATER,,Sea Serpent,8,,6481,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2565,Etoile Cyber,Effect,EARTH,,Warrior,4,,6482,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2566,B.E.S. Tetran,Effect,WIND,,Machine,6,,6498,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2567,Nanobreaker,Effect,EARTH,,Machine,4,,6499,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2568,Rapid-Fire Magician,Effect,DARK,,Spellcaster,4,,6500,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2569,"Beiige, Vanguard of Dark World",Effect,DARK,,Fiend,4,,6501,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2570,"Broww, Huntsman of Dark World",Effect,DARK,,Fiend,3,,6502,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2571,"Brron, Mad King of Dark World",Effect,DARK,,Fiend,4,,6503,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2572,"Sillva, Warlord of Dark World",Effect,DARK,,Fiend,5,,6504,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2573,"Goldd, Wu-Lord of Dark World",Effect,DARK,,Fiend,5,,6505,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2574,"Scarr, Scout of Dark World",Effect,DARK,,Fiend,2,,6506,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2575,Familiar-Possessed - Aussa,Effect,EARTH,,Spellcaster,4,,6507,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2576,Familiar-Possessed - Eria,Effect,WATER,,Spellcaster,4,,6508,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2577,Familiar-Possessed - Hiita,Effect,FIRE,,Spellcaster,4,,6509,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2578,Familiar-Possessed - Wynn,Effect,WIND,,Spellcaster,4,,6510,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2579,VW-Tiger Catapult,Fusion,LIGHT,,Machine,6,,6483,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2580,VWXYZ-Dragon Catapult Cannon,Fusion,LIGHT,,Machine,8,,6484,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2581,Cyber Blader,Fusion,EARTH,,Warrior,7,,6485,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2582,Elemental HERO Rampart Blaster,Fusion,EARTH,,Warrior,6,,6486,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2583,Elemental HERO Tempest,Fusion,WIND,,Warrior,8,,6487,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2584,Elemental HERO Wildedge,Fusion,EARTH,,Warrior,8,,6488,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2585,Elemental HERO Shining Flare Wingman,Fusion,LIGHT,,Warrior,8,,6467,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2586,Pot of Avarice,Spell,,Normal Spell,,,,6511,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2587,Dark World Lightning,Spell,,Normal Spell,,,,6512,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2588,Level Modulation,Spell,,Normal Spell,,,,6468,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2589,Ojamagic,Spell,,Normal Spell,,,,6470,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2590,Ojamuscle,Spell,,Normal Spell,,,,6469,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2591,Feather Shot,Spell,,Normal Spell,,,,6491,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2592,Bonding - H2O,Spell,,Normal Spell,,,,6492,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2593,Chthonian Alliance,Spell,,Equip Spell,,,,6489,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2594,Armed Changer,Spell,,Equip Spell,,,,6524,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2595,Branch!,Spell,,Continuous Spell,,,,6513,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2596,Boss Rush,Spell,,Continuous Spell,,,,6514,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2597,Gateway to Dark World,Spell,,Quick-play Spell,,,,6515,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2598,Hero Barrier,Trap,,Normal Trap,,,,6495,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2599,Chthonian Blast,Trap,,Normal Trap,,,,6494,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2600,The Forces of Darkness,Trap,,Normal Trap,,,,6516,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2601,Dark Deal,Trap,,Normal Trap,,,,6517,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2602,Simultaneous Loss,Trap,,Normal Trap,,,,6518,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2603,Weed Out,Trap,,Normal Trap,,,,6519,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2604,The League of Uniform Nomenclature,Trap,,Normal Trap,,,,6520,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2605,Roll Out!,Trap,,Normal Trap,,,,6521,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2606,Chthonian Polymer,Trap,,Normal Trap,,,,6493,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2607,Feather Wind,Trap,,Counter Trap,,,,6496,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2608,Non-Fusion Area,Trap,,Continuous Trap,,,,6522,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2609,Level Limit - Area A,Trap,,Continuous Trap,,,,6523,ELEMENTAL ENERGY,2006/07/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000031000&rp=99999&request_locale=ae
2610,Cycroid,Normal,EARTH,,Machine,3,,6383,CYBERNETIC REVOLUTION,2006/04/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000029000&rp=99999&request_locale=ae
2611,Soitsu,Normal,WIND,,Fairy,3,,6411,CYBERNETIC REVOLUTION,2006/04/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000029000&rp=99999&request_locale=ae
2612,Mad Lobster,Normal,WATER,,Aqua,3,,6412,CYBERNETIC REVOLUTION,2006/04/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000029000&rp=99999&request_locale=ae
2613,Jerry Beans Man,Normal,EARTH,,Plant,3,,6413,CYBERNETIC REVOLUTION,2006/04/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000029000&rp=99999&request_locale=ae
2614,Winged Kuriboh LV10,Effect,LIGHT,,Fairy,10,,6406,CYBERNETIC REVOLUTION,2006/04/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000029000&rp=99999&request_locale=ae
2615,Patroid,Effect,EARTH,,Machine,4,,6384,CYBERNETIC REVOLUTION,2006/04/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000029000&rp=99999&request_locale=ae
2616,Gyroid,Effect,WIND,,Machine,3,,6385,CYBERNETIC REVOLUTION,2006/04/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000029000&rp=99999&request_locale=ae
2617,Steamroid,Effect,EARTH,,Machine,4,,6386,CYBERNETIC REVOLUTION,2006/04/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000029000&rp=99999&request_locale=ae
2618,Drillroid,Effect,EARTH,,Machine,4,,6387,CYBERNETIC REVOLUTION,2006/04/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000029000&rp=99999&request_locale=ae
2619,UFOroid,Effect,LIGHT,,Machine,6,,6388,CYBERNETIC REVOLUTION,2006/04/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000029000&rp=99999&request_locale=ae
2620,Jetroid,Effect,WIND,,Machine,4,,6389,CYBERNETIC REVOLUTION,2006/04/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000029000&rp=99999&request_locale=ae
2621,Wroughtweiler,Effect,EARTH,,Machine,3,,6391,CYBERNETIC REVOLUTION,2006/04/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000029000&rp=99999&request_locale=ae
2622,Dark Catapulter,Effect,EARTH,,Machine,4,,6392,CYBERNETIC REVOLUTION,2006/04/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000029000&rp=99999&request_locale=ae
2623,Elemental HERO Bubbleman,Effect,WATER,,Warrior,4,,6393,CYBERNETIC REVOLUTION,2006/04/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000029000&rp=99999&request_locale=ae
2624,Cyber Dragon,Effect,LIGHT,,Machine,5,,6390,CYBERNETIC REVOLUTION,2006/04/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000029000&rp=99999&request_locale=ae
2625,Cybernetic Magician,Effect,LIGHT,,Spellcaster,6,,6414,CYBERNETIC REVOLUTION,2006/04/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000029000&rp=99999&request_locale=ae
2626,Cybernetic Cyclopean,Effect,EARTH,,Beast-Warrior,4,,6415,CYBERNETIC REVOLUTION,2006/04/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000029000&rp=99999&request_locale=ae
2627,Mechanical Hound,Effect,EARTH,,Machine,7,,6416,CYBERNETIC REVOLUTION,2006/04/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000029000&rp=99999&request_locale=ae
2628,Cyber Archfiend,Effect,DARK,,Fiend,4,,6417,CYBERNETIC REVOLUTION,2006/04/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000029000&rp=99999&request_locale=ae
2629,Goblin Elite Attack Force,Effect,EARTH,,Fiend,4,,6418,CYBERNETIC REVOLUTION,2006/04/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000029000&rp=99999&request_locale=ae
2630,B.E.S. Crystal Core,Effect,WATER,,Machine,5,,6419,CYBERNETIC REVOLUTION,2006/04/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000029000&rp=99999&request_locale=ae
2631,Giant Kozaky,Effect,DARK,,Fiend,4,,6420,CYBERNETIC REVOLUTION,2006/04/20,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000029000&rp=99999&request_locale=ae
